criminal_id,name,age,gender,occupation,gang,previous_cases,risk_score,phone,district,police_station
CR02201,Benjamin Bajaj,48,Female,Mechanic,Cyber Ring,10,100,01898566430,Chikkaballapur,Chikkaballapur East
CR02202,Lopa Narayan,59,Male,Software Engineer,South Syndicate,9,100,5623887888,Vijayapura,Vijayapura Rural
CR02203,Lakshmi Palan,21,Male,Teacher,South Syndicate,12,100,09931360622,Davanagere,Davanagere Town
CR02204,Gaurang Chaudhari,43,Female,Electrician,Highway Gang,5,84,3860479471,Hassan,Hassan East
CR02205,Tanish Upadhyay,54,Male,Driver,Highway Gang,10,100,+913514895382,Mysuru,Lashkar
CR02206,Darika Borah,39,Male,Driver,Highway Gang,8,100,1479053472,Belagavi,Tilakwadi
CR02207,Jagrati Chander,35,Male,Unemployed,Cyber Ring,7,100,6730953267,Koppal,Koppal Rural
CR02208,Aadhya Uppal,58,Female,Unemployed,None,13,100,6865629258,Shivamogga,Shivamogga Town
CR02209,Nathan Vora,48,Male,Student,East Crew,11,100,+918018323530,Bagalkot,Bagalkot Town
CR02210,Yashvi Varkey,43,Male,Mechanic,Cyber Ring,10,100,06846767809,Chikkamagaluru,Chikkamagaluru East
CR02211,Arya Naik,52,Female,Driver,Cyber Ring,14,100,3744959752,Kodagu,Kodagu Rural
CR02212,Vihaan Parikh,58,Male,Electrician,None,10,100,3175559289,Gadag,Gadag East
CR02213,Anvi Yogi,38,Male,Electrician,Cyber Ring,14,100,7411486267,Kolar,Kolar Town
CR02214,Jai Dalal,60,Female,Mechanic,None,9,100,9764534965,Udupi,Udupi Town
CR02215,Ekbal Parmar,32,Female,Student,Cyber Ring,0,52,6419678963,Chikkaballapur,Chikkaballapur Town
CR02216,Chandresh Jhaveri,35,Female,Driver,Highway Gang,0,49,08201630159,Ballari,Ballari Town
CR02217,Mohammed Gera,52,Female,Farmer,Highway Gang,1,55,02284834927,Kolar,Kolar Town
CR02218,Nirja Bava,29,Male,Driver,Cyber Ring,12,100,8460180403,Ramanagara,Ramanagara Rural
CR02219,Charita Ahluwalia,48,Male,Farmer,East Crew,2,60,+915373586671,Mandya,Mandya Town
CR02220,Eta Lal,60,Female,Mechanic,South Syndicate,8,100,06053926096,Mysuru,Lashkar
CR02221,Amara Rau,41,Male,Teacher,South Syndicate,13,100,2720536499,Ramanagara,Ramanagara Town
CR02222,Hredhaan Dua,18,Male,Farmer,None,2,44,8567285021,Bengaluru Urban,Cubbon Park
CR02223,Ekani Kalla,39,Male,Labour,None,5,74,3077558212,Shivamogga,Shivamogga Rural
CR02224,Qabil Saha,23,Female,Farmer,Highway Gang,3,75,03956784460,Mysuru,Lashkar
CR02225,Anthony Srivastava,52,Female,Unemployed,Highway Gang,5,80,01991981775,Tumakuru,Tumakuru Town
CR02226,Ekapad Dua,39,Male,Labour,None,2,42,4414925316,Bidar,Bidar Town
CR02227,Pranav Venkatesh,42,Female,Farmer,East Crew,15,100,3859747765,Bagalkot,Bagalkot Rural
CR02228,Eiravati Bansal,58,Female,Doctor,South Syndicate,6,90,00554943436,Chamarajanagar,Chamarajanagar East
CR02229,Waida Chaudry,42,Female,Police,Highway Gang,7,100,06922094907,Kodagu,Kodagu Rural
CR02230,Wridesh Misra,30,Male,Doctor,None,6,79,+915359771001,Ballari,Ballari Rural
CR02231,Gauri Krishnan,44,Male,Software Engineer,East Crew,0,54,07349431487,Mandya,Mandya Rural
CR02232,Oscar Pandey,56,Male,Doctor,South Syndicate,2,60,07856413547,Udupi,Udupi Town
CR02233,Girish Ramaswamy,64,Female,Farmer,Highway Gang,15,100,5573952328,Kodagu,Kodagu East
CR02234,Kashish Palla,45,Female,Driver,South Syndicate,10,100,0957947581,Chitradurga,Chitradurga East
CR02235,Neha Basu,62,Female,Mechanic,East Crew,1,52,+918413623347,Mysuru,Vijayanagar
CR02236,Charita Badami,22,Female,Farmer,East Crew,8,100,01469714797,Uttara Kannada,Uttara Kannada Rural
CR02237,Bina Dash,19,Female,Software Engineer,East Crew,9,100,5595083745,Gadag,Gadag Town
CR02238,Balhaar Das,56,Male,Software Engineer,South Syndicate,2,59,00396101759,Vijayanagara,Vijayanagara East
CR02239,Balveer Cheema,38,Male,Business,East Crew,3,70,00679490786,Shivamogga,Shivamogga Rural
CR02240,Dhriti Murthy,37,Male,Unemployed,South Syndicate,2,65,1621593896,Ballari,Ballari Rural
CR02241,Neelima Krish,20,Female,Mechanic,None,9,94,03673558960,Vijayapura,Vijayapura Rural
CR02242,Dalbir Sha,26,Male,Farmer,East Crew,10,100,+912883413351,Ramanagara,Ramanagara Town
CR02243,Abhimanyu Borde,41,Female,Labour,Highway Gang,3,67,03097427493,Ballari,Ballari Rural
CR02244,Nidhi Kar,33,Male,Software Engineer,South Syndicate,8,100,07967148030,Kolar,Kolar East
CR02245,Tanmayi Kari,58,Male,Electrician,Cyber Ring,5,86,06582608252,Raichur,Raichur Town
CR02246,Warjas Sinha,50,Male,Mechanic,South Syndicate,4,72,4128866911,Ramanagara,Ramanagara East
CR02247,Kabir Hayre,30,Female,Labour,Cyber Ring,8,100,+911425261197,Tumakuru,Tumakuru East
CR02248,Gauri Mohan,60,Female,Student,Highway Gang,1,57,05744653255,Chamarajanagar,Chamarajanagar East
CR02249,Bhavini Bose,44,Female,Teacher,South Syndicate,11,100,+918185136738,Dharwad,Dharwad East
CR02250,Hamsini Dhawan,56,Female,Driver,Highway Gang,3,67,+913881937684,Chikkamagaluru,Chikkamagaluru East
CR02251,Ati Taneja,34,Male,Doctor,Cyber Ring,12,100,+914622014833,Chamarajanagar,Chamarajanagar East
CR02252,Ekiya Loke,32,Male,Unemployed,South Syndicate,3,65,+911127283603,Bengaluru Urban,Ashok Nagar
CR02253,Yashoda Subramaniam,35,Male,Doctor,Highway Gang,2,56,04770906761,Bengaluru Urban,Indiranagar
CR02254,Udyati Purohit,18,Female,Farmer,None,6,78,+919507671621,Udupi,Udupi East
CR02255,Manan Barman,64,Male,Software Engineer,Highway Gang,6,98,08886804186,Bengaluru Urban,Electronic City
CR02256,Chaitanya Kara,46,Male,Police,Highway Gang,13,100,2645649674,Mysuru,Lashkar
CR02257,Fiyaz Rattan,60,Male,Electrician,Highway Gang,6,100,+915390649097,Davanagere,Davanagere Town
CR02258,Veer Misra,18,Female,Electrician,Highway Gang,8,100,+915197018158,Ballari,Ballari Rural
CR02259,Raghav Ranganathan,51,Female,Student,None,1,41,2967074215,Ramanagara,Ramanagara Rural
CR02260,Ekalinga Kothari,35,Male,Mechanic,East Crew,3,64,6252602216,Bengaluru Urban,Jayanagar
CR02261,Yashvi Shah,47,Female,Teacher,Cyber Ring,15,100,04802933583,Belagavi,Market
CR02262,Rehaan Butala,48,Female,Teacher,South Syndicate,14,100,+916573517454,Raichur,Raichur Rural
CR02263,Teerth Pai,19,Male,Police,South Syndicate,15,100,+910214012833,Hassan,Hassan Town
CR02264,Ganga Pillai,50,Male,Farmer,South Syndicate,12,100,9799035971,Yadgir,Yadgir East
CR02265,Waida Bumb,24,Female,Police,Cyber Ring,11,100,00305687094,Chikkamagaluru,Chikkamagaluru East
CR02266,Kai Kulkarni,24,Male,Teacher,None,12,100,6051648389,Belagavi,Market
CR02267,Sathvik Khare,54,Male,Police,Cyber Ring,7,100,06841876776,Uttara Kannada,Uttara Kannada East
CR02268,Aditya Rama,38,Female,Doctor,South Syndicate,0,50,03459731730,Yadgir,Yadgir Town
CR02269,Upkaar Goel,24,Female,Unemployed,Highway Gang,0,53,09675745104,Chamarajanagar,Chamarajanagar Town
CR02270,Caleb Mitter,58,Female,Police,East Crew,8,100,7318156054,Kolar,Kolar Town
CR02271,Veda Behl,30,Male,Software Engineer,Highway Gang,3,65,09959476111,Haveri,Haveri East
CR02272,Veda Solanki,52,Female,Electrician,East Crew,10,100,04754565728,Haveri,Haveri Town
CR02273,Max Ganesan,22,Male,Doctor,Cyber Ring,13,100,09348540390,Bagalkot,Bagalkot East
CR02274,Lajita Wadhwa,31,Female,Mechanic,Highway Gang,7,98,06066992613,Uttara Kannada,Uttara Kannada Town
CR02275,Nimrat Soni,26,Male,Unemployed,Cyber Ring,3,70,+919777795703,Hassan,Hassan East
CR02276,Maanas Puri,34,Male,Doctor,East Crew,6,100,+917792711073,Bengaluru Rural,Bengaluru Rural Town
CR02277,Jatin De,46,Male,Farmer,East Crew,3,74,9622068243,Mandya,Mandya East
CR02278,Vincent Hans,34,Male,Driver,Cyber Ring,7,100,3023993446,Bengaluru Rural,Bengaluru Rural Town
CR02279,Nandini Bala,62,Male,Electrician,Cyber Ring,8,100,09430695235,Bidar,Bidar East
CR02280,Manya Naidu,50,Male,Doctor,East Crew,13,100,+919412853700,Bengaluru Rural,Bengaluru Rural Town
CR02281,Alka Kulkarni,40,Female,Labour,Highway Gang,0,45,8548753119,Raichur,Raichur Rural
CR02282,Aahana Ganesan,19,Female,Student,None,0,25,05428053764,Mandya,Mandya East
CR02283,Janya Nath,64,Male,Student,South Syndicate,5,86,+917868878602,Ramanagara,Ramanagara Town
CR02284,Veer De,21,Female,Student,South Syndicate,6,92,+911317019586,Chitradurga,Chitradurga Rural
CR02285,Sathvik Deep,31,Female,Police,None,1,37,7987287314,Ramanagara,Ramanagara East
CR02286,Dayita Pathak,28,Female,Mechanic,South Syndicate,13,100,02917964416,Raichur,Raichur Town
CR02287,Wahab Hayer,29,Female,Farmer,East Crew,5,82,+918880700510,Ballari,Ballari East
CR02288,Vinaya Muni,44,Male,Mechanic,South Syndicate,5,87,01202201754,Belagavi,Camp
CR02289,Anita Bhavsar,63,Female,Electrician,East Crew,5,85,04879210466,Raichur,Raichur East
CR02290,Unnati Nagarajan,57,Female,Teacher,Highway Gang,6,98,0152697442,Gadag,Gadag Town
CR02291,Victor Rao,19,Male,Mechanic,Cyber Ring,8,100,+917854833095,Chamarajanagar,Chamarajanagar East
CR02292,Lucky Khanna,55,Male,Unemployed,Cyber Ring,12,100,8368060145,Hassan,Hassan Town
CR02293,Mitesh Karnik,52,Male,Labour,South Syndicate,1,63,+916714858197,Ramanagara,Ramanagara East
CR02294,Girish Patla,26,Male,Labour,Cyber Ring,12,100,+911967972092,Raichur,Raichur East
CR02295,Ethan De,50,Male,Student,South Syndicate,7,98,+911828523329,Chikkaballapur,Chikkaballapur Town
CR02296,Aarush Luthra,34,Female,Software Engineer,Cyber Ring,10,100,3795829158,Kodagu,Kodagu Town
CR02297,Ekantika Dash,31,Male,Student,None,5,62,+916397149207,Gadag,Gadag Rural
CR02298,Tripti Mittal,45,Male,Unemployed,Cyber Ring,4,82,1424873962,Hassan,Hassan Town
CR02299,Kalpit Pal,39,Male,Driver,South Syndicate,14,100,1883124977,Mysuru,Lashkar
CR02300,Radha Shenoy,19,Male,Software Engineer,None,0,25,02443435497,Uttara Kannada,Uttara Kannada East
CR02301,Nitesh Puri,48,Male,Electrician,None,2,47,07156438029,Raichur,Raichur Town
CR02302,Upkaar Madan,27,Female,Software Engineer,Cyber Ring,1,60,0424796000,Bagalkot,Bagalkot East
CR02303,Aditya Bhatti,36,Female,Business,Cyber Ring,3,66,05737624266,Mandya,Mandya Rural
CR02304,Jeremiah Pau,36,Female,Labour,Cyber Ring,4,74,09203693091,Mysuru,Devaraja
CR02305,Daniel Chaudhry,50,Male,Software Engineer,South Syndicate,4,84,5273117226,Udupi,Udupi Rural
CR02306,Dominic Kuruvilla,47,Male,Driver,None,15,100,05690018429,Kalaburagi,Kalaburagi Rural
CR02307,Teerth Narayan,42,Female,Police,East Crew,0,50,8474229835,Vijayapura,Vijayapura Town
CR02308,Ojasvi Srivastava,35,Male,Mechanic,East Crew,2,68,01539022624,Ramanagara,Ramanagara East
CR02309,Warinder Rau,35,Male,Software Engineer,South Syndicate,3,75,00032990900,Gadag,Gadag Town
CR02310,Charita Setty,54,Female,Unemployed,East Crew,1,49,01442787355,Chitradurga,Chitradurga Town
CR02311,Charles Mander,31,Male,Mechanic,Highway Gang,1,62,+913169792067,Ballari,Ballari Rural
CR02312,Amrita Kar,58,Male,Business,None,11,100,3439690453,Shivamogga,Shivamogga East
CR02313,Idika Ghosh,25,Female,Teacher,East Crew,1,51,7835733813,Tumakuru,Tumakuru Town
CR02314,Anmol Srivastava,34,Male,Labour,East Crew,0,55,+914533023641,Mandya,Mandya East
CR02315,Michael Memon,42,Male,Labour,South Syndicate,15,100,04098537203,Kalaburagi,Kalaburagi Town
CR02316,Idika Basu,61,Male,Business,East Crew,12,100,01602325107,Chikkaballapur,Chikkaballapur Town
CR02317,Jasmit Parikh,59,Female,Mechanic,South Syndicate,9,100,08709404224,Kalaburagi,Kalaburagi East
CR02318,Maya Mody,63,Male,Software Engineer,None,5,73,+911992551253,Chikkaballapur,Chikkaballapur Rural
CR02319,Vedika Varughese,23,Female,Driver,None,6,80,+919135053494,Chitradurga,Chitradurga Rural
CR02320,Upma Choudhary,41,Female,Driver,Highway Gang,9,100,07557166328,Bidar,Bidar Rural
CR02321,Arunima Rout,41,Female,Labour,South Syndicate,12,100,+910616218563,Ramanagara,Ramanagara East
CR02322,Karan Andra,19,Male,Electrician,South Syndicate,9,100,+917615042059,Yadgir,Yadgir East
CR02323,Xiti Parmer,36,Male,Student,Highway Gang,9,100,6977143360,Tumakuru,Tumakuru Rural
CR02324,Baljiwan Chopra,50,Male,Teacher,South Syndicate,11,100,+911461039278,Kodagu,Kodagu East
CR02325,Sarthak Barad,21,Female,Driver,Highway Gang,4,81,06163881687,Koppal,Koppal East
CR02326,Gaurang Wable,31,Male,Software Engineer,East Crew,1,54,5690509656,Chikkaballapur,Chikkaballapur Town
CR02327,Lajita Srinivas,25,Female,Unemployed,Cyber Ring,8,100,+918007272081,Dakshina Kannada,Kankanady
CR02328,Sara Dubey,63,Female,Labour,None,4,66,3735640783,Belagavi,Camp
CR02329,Tristan Bawa,30,Male,Doctor,Cyber Ring,3,66,09789995145,Ballari,Ballari East
CR02330,Samarth Sabharwal,43,Female,Student,Highway Gang,6,89,01467490668,Chamarajanagar,Chamarajanagar Town
CR02331,Shivani Pradhan,23,Female,Software Engineer,None,13,100,+918571164560,Ramanagara,Ramanagara Town
CR02332,Jasmit Ratti,44,Male,Driver,Highway Gang,3,69,+914318073920,Yadgir,Yadgir East
CR02333,Krish Palla,55,Male,Software Engineer,None,6,81,5653377730,Tumakuru,Tumakuru Town
CR02334,Hardik Radhakrishnan,18,Male,Unemployed,Cyber Ring,3,76,08719261548,Bengaluru Urban,Yelahanka
CR02335,Mitesh Arora,49,Female,Unemployed,Highway Gang,10,100,+912402545500,Mandya,Mandya East
CR02336,Chakrika Balay,57,Male,Mechanic,Highway Gang,3,75,0998397673,Vijayanagara,Vijayanagara Town
CR02337,Krishna Mukherjee,22,Female,Doctor,South Syndicate,11,100,01630343830,Vijayapura,Vijayapura Town
CR02338,Ayushman Buch,36,Male,Labour,Cyber Ring,3,73,03529493074,Mandya,Mandya East
CR02339,Raksha Sachar,48,Female,Driver,South Syndicate,7,100,04662897351,Dharwad,Dharwad East
CR02340,Naksh Dhillon,28,Male,Doctor,South Syndicate,13,100,02756002230,Bidar,Bidar East
CR02341,Udarsh Mangat,39,Female,Mechanic,South Syndicate,2,58,+915677125158,Hassan,Hassan Rural
CR02342,Adweta Chaudry,62,Female,Business,East Crew,2,69,2805166608,Vijayanagara,Vijayanagara Town
CR02343,Pranit Kalla,39,Male,Electrician,East Crew,1,60,2788447909,Mandya,Mandya Town
CR02344,Rishi Saha,20,Male,Farmer,Highway Gang,13,100,+915276958444,Yadgir,Yadgir East
CR02345,Alexander Dhillon,30,Male,Labour,None,13,100,+914824886313,Yadgir,Yadgir Town
CR02346,Wahab Shere,23,Male,Mechanic,Highway Gang,11,100,+914503118026,Dharwad,Dharwad East
CR02347,Jairaj Lall,31,Male,Business,None,14,100,+919396061047,Dakshina Kannada,Kankanady
CR02348,Yachana Dash,45,Male,Mechanic,East Crew,8,100,+919925692476,Davanagere,Davanagere Town
CR02349,Bimala Bhatnagar,59,Male,Doctor,Highway Gang,15,100,+913414131811,Gadag,Gadag East
CR02350,Devika Andra,25,Male,Teacher,East Crew,8,100,01325179044,Ramanagara,Ramanagara Town
CR02351,Balvan Thakkar,33,Female,Police,South Syndicate,14,100,06094067148,Dakshina Kannada,Barke
CR02352,Simon Biswas,59,Female,Doctor,None,13,100,+913145645722,Chamarajanagar,Chamarajanagar Town
CR02353,Falak Sodhi,46,Male,Doctor,None,1,29,4074033744,Mysuru,Lashkar
CR02354,Aarush Karpe,22,Female,Teacher,Cyber Ring,11,100,+919136941264,Kolar,Kolar East
CR02355,Aayush Rajan,28,Female,Doctor,Highway Gang,0,53,+913267531805,Chikkamagaluru,Chikkamagaluru East
CR02356,Mekhala Khurana,59,Female,Farmer,East Crew,12,100,+910108965461,Udupi,Udupi East
CR02357,Ekanta Kara,55,Female,Police,Cyber Ring,4,79,00640047486,Tumakuru,Tumakuru Rural
CR02358,Charita Radhakrishnan,36,Male,Labour,East Crew,4,81,9894848170,Kolar,Kolar Town
CR02359,Nidra Chhabra,24,Male,Student,South Syndicate,6,97,+910770177375,Vijayapura,Vijayapura Town
CR02360,Rudra Jaggi,53,Male,Mechanic,Highway Gang,4,72,+917811171960,Dharwad,Dharwad East
CR02361,Arunima Bajwa,25,Female,Mechanic,South Syndicate,15,100,+911444155967,Dharwad,Dharwad East
CR02362,Utkarsh Kata,37,Male,Labour,South Syndicate,14,100,+918496552391,Ramanagara,Ramanagara Town
CR02363,Avi Kakar,59,Male,Labour,Cyber Ring,10,100,3530049992,Vijayanagara,Vijayanagara Rural
CR02364,Netra Pall,40,Female,Police,East Crew,0,43,+916197731739,Udupi,Udupi Town
CR02365,Prisha Dubey,39,Male,Labour,Cyber Ring,4,76,08723858653,Koppal,Koppal Rural
CR02366,Varenya Rama,52,Male,Mechanic,Cyber Ring,12,100,7141349317,Shivamogga,Shivamogga Rural
CR02367,Ria Bandi,42,Female,Mechanic,Cyber Ring,2,58,00558173579,Dharwad,Dharwad East
CR02368,Jagat Dara,45,Male,Police,None,6,72,02506989354,Kodagu,Kodagu Rural
CR02369,Chasmum Rattan,39,Male,Teacher,Cyber Ring,6,94,+919897014557,Dakshina Kannada,Kankanady
CR02370,Vihaan Khanna,33,Female,Labour,Highway Gang,8,100,02718669255,Kodagu,Kodagu Town
CR02371,Christopher Narayan,48,Male,Driver,None,1,28,+919260001101,Udupi,Udupi Town
CR02372,Panini Borah,22,Male,Farmer,Cyber Ring,13,100,01973844981,Dharwad,Dharwad Rural
CR02373,Gagan Kashyap,30,Female,Driver,None,6,69,+910882384699,Belagavi,Market
CR02374,Nidhi Sridhar,57,Female,Farmer,Highway Gang,2,65,+913310448177,Kalaburagi,Kalaburagi Town
CR02375,Nitara Patil,44,Male,Police,East Crew,2,62,06192218822,Ballari,Ballari Rural
CR02376,Nirja Kala,21,Female,Student,Highway Gang,14,100,+918641761302,Mandya,Mandya Town
CR02377,Odika Lala,46,Female,Doctor,None,8,93,+916936835991,Vijayapura,Vijayapura Rural
CR02378,Turvi Saraf,46,Male,Unemployed,South Syndicate,12,100,00323919325,Ballari,Ballari East
CR02379,Manthan Ratti,40,Male,Labour,South Syndicate,13,100,01269379499,Koppal,Koppal Town
CR02380,Noah Grewal,21,Male,Doctor,Highway Gang,15,100,02964448436,Vijayanagara,Vijayanagara Rural
CR02381,Yashica Chowdhury,61,Female,Farmer,None,8,90,+911433064098,Dharwad,Dharwad East
CR02382,Ekani Tata,23,Male,Software Engineer,South Syndicate,6,99,01555906278,Hassan,Hassan Town
CR02383,Charles Garg,24,Female,Labour,South Syndicate,5,82,09120463721,Davanagere,Davanagere Rural
CR02384,Pranav Ranganathan,61,Male,Farmer,None,14,100,00323584180,Chamarajanagar,Chamarajanagar Town
CR02385,Ekaja Padmanabhan,45,Male,Labour,Highway Gang,0,50,9997737939,Bengaluru Rural,Bengaluru Rural Town
CR02386,Vrinda Mutti,54,Female,Mechanic,Highway Gang,4,75,01924741117,Haveri,Haveri East
CR02387,Mahika Shah,60,Female,Teacher,South Syndicate,6,96,+913862567611,Hassan,Hassan Town
CR02388,Janya Manne,38,Male,Business,South Syndicate,1,60,2330080563,Uttara Kannada,Uttara Kannada East
CR02389,Yashoda Dhingra,45,Female,Teacher,Cyber Ring,9,100,2482873210,Ballari,Ballari Town
CR02390,Samaksh Chacko,34,Male,Mechanic,Highway Gang,7,100,+917365485220,Chamarajanagar,Chamarajanagar East
CR02391,Kiaan Ahuja,65,Female,Police,South Syndicate,3,69,+919708428741,Vijayapura,Vijayapura Rural
CR02392,Naveen Suri,58,Male,Electrician,None,5,65,6365129555,Bagalkot,Bagalkot Town
CR02393,Anirudh Badami,44,Male,Doctor,South Syndicate,3,74,01081948422,Chikkamagaluru,Chikkamagaluru East
CR02394,Oscar Johal,45,Male,Labour,Cyber Ring,15,100,0036072235,Hassan,Hassan Town
CR02395,Mitesh Wadhwa,61,Female,Mechanic,Cyber Ring,3,64,+910342437539,Bidar,Bidar East
CR02396,Radhika Dhaliwal,65,Male,Electrician,South Syndicate,10,100,0916631669,Kolar,Kolar Rural
CR02397,Urishilla Mody,62,Male,Mechanic,None,12,100,+913304544106,Hassan,Hassan Rural
CR02398,Rajata Raman,18,Female,Driver,Highway Gang,7,100,09700844580,Kalaburagi,Kalaburagi Town
CR02399,Forum Chandran,29,Male,Police,None,4,63,06429628092,Mysuru,Vijayanagar
CR02400,Gopal Dani,61,Female,Driver,South Syndicate,10,100,00509699613,Belagavi,Tilakwadi
CR02401,Forum Gaba,43,Male,Unemployed,None,14,100,5523228058,Mysuru,Lashkar
CR02402,Tamanna Saxena,38,Female,Electrician,None,5,61,4354047625,Kolar,Kolar Town
CR02403,Januja Batra,56,Female,Labour,South Syndicate,8,100,+911152558627,Gadag,Gadag East
CR02404,Peter Ratti,39,Male,Doctor,South Syndicate,5,87,+913174890304,Vijayapura,Vijayapura Town
CR02405,Yashica Amble,34,Female,Police,Cyber Ring,13,100,9718614229,Raichur,Raichur East
CR02406,Jhalak Narasimhan,57,Male,Police,Cyber Ring,9,100,4592055967,Dakshina Kannada,Kankanady
CR02407,Sai Tandon,52,Female,Driver,East Crew,9,100,9113798304,Hassan,Hassan East
CR02408,Unni Sabharwal,33,Female,Electrician,East Crew,2,68,+917451160895,Vijayanagara,Vijayanagara Town
CR02409,Balvan Chopra,29,Male,Doctor,South Syndicate,15,100,02213368960,Kodagu,Kodagu East
CR02410,Yoshita Hayre,57,Male,Unemployed,Highway Gang,8,100,07612898993,Shivamogga,Shivamogga Town
CR02411,Warhi Mand,42,Male,Doctor,Cyber Ring,15,100,01139979927,Kodagu,Kodagu Rural
CR02412,Falguni Ramesh,38,Male,Electrician,South Syndicate,15,100,+913387885285,Udupi,Udupi Town
CR02413,Yauvani Cheema,59,Male,Police,Cyber Ring,10,100,4397630900,Bagalkot,Bagalkot Rural
CR02414,Warjas Taneja,19,Female,Mechanic,None,11,100,4999445744,Raichur,Raichur Rural
CR02415,Imaran Bassi,19,Male,Business,Highway Gang,10,100,06926265434,Kolar,Kolar Town
CR02416,Isha Chopra,35,Female,Business,East Crew,5,92,6043598398,Uttara Kannada,Uttara Kannada Rural
CR02417,Chatura Shere,26,Female,Doctor,Cyber Ring,14,100,9658578375,Dharwad,Dharwad Town
CR02418,Ekbal Radhakrishnan,61,Female,Mechanic,South Syndicate,5,87,08434073071,Mandya,Mandya Town
CR02419,Udyati Rama,24,Female,Mechanic,Cyber Ring,6,93,+913500788369,Yadgir,Yadgir East
CR02420,Manthan Halder,29,Female,Unemployed,None,8,99,+918540336999,Mysuru,Lashkar
CR02421,Kalpit Nath,54,Male,Mechanic,East Crew,5,87,0231265327,Dharwad,Dharwad Town
CR02422,Dipta Narayanan,61,Female,Farmer,East Crew,7,100,+914972490322,Kalaburagi,Kalaburagi East
CR02423,Amrita Subramaniam,41,Female,Driver,Cyber Ring,3,79,01469509355,Raichur,Raichur Rural
CR02424,Hemangini Seth,38,Male,Doctor,Highway Gang,8,100,+912006174136,Yadgir,Yadgir East
CR02425,Alka Patel,32,Male,Student,East Crew,15,100,4761218939,Udupi,Udupi Rural
CR02426,Manbir Sridhar,22,Male,Electrician,Cyber Ring,3,79,0650761222,Udupi,Udupi East
CR02427,Avi Patla,63,Female,Doctor,None,5,67,04468530455,Chamarajanagar,Chamarajanagar East
CR02428,Harini Natarajan,31,Female,Teacher,None,8,86,+912635607778,Belagavi,Tilakwadi
CR02429,Tarak Kata,38,Female,Student,East Crew,10,100,2763990460,Hassan,Hassan Town
CR02430,Zinal Gokhale,31,Female,Electrician,South Syndicate,6,91,3696269022,Davanagere,Davanagere East
CR02431,David Sawhney,20,Male,Doctor,Highway Gang,7,100,05061790670,Hassan,Hassan Rural
CR02432,Harini Chokshi,20,Female,Business,None,4,66,+910039344907,Chitradurga,Chitradurga Town
CR02433,Vamakshi Gade,62,Female,Labour,Cyber Ring,12,100,+916218333919,Kalaburagi,Kalaburagi Town
CR02434,Krishna Din,41,Male,Student,Highway Gang,4,83,+910530712260,Bagalkot,Bagalkot Rural
CR02435,Jeremiah Dhillon,39,Female,Mechanic,South Syndicate,12,100,3774270549,Vijayapura,Vijayapura Town
CR02436,Vritti Wason,46,Female,Teacher,Cyber Ring,10,100,02820632280,Kalaburagi,Kalaburagi Rural
CR02437,Oliver Sama,39,Female,Unemployed,South Syndicate,5,88,8044665895,Haveri,Haveri East
CR02438,Anika Swaminathan,38,Female,Business,Cyber Ring,10,100,00960647245,Gadag,Gadag Rural
CR02439,Janaki Shenoy,23,Female,Software Engineer,Cyber Ring,9,100,+917874778840,Vijayanagara,Vijayanagara Town
CR02440,Aarush Mahajan,20,Male,Teacher,None,4,63,05777061298,Vijayapura,Vijayapura Town
CR02441,Michael Mohan,22,Male,Business,Cyber Ring,7,99,+916809282616,Mandya,Mandya Town
CR02442,Jagdish Sarma,18,Female,Software Engineer,East Crew,10,100,+910537186056,Belagavi,Camp
CR02443,Yutika Anne,58,Female,Labour,Cyber Ring,1,53,+911664795127,Chamarajanagar,Chamarajanagar East
CR02444,Jatin Ghosh,51,Female,Mechanic,East Crew,3,79,02853541601,Chitradurga,Chitradurga Rural
CR02445,Advika Bahri,32,Female,Electrician,Highway Gang,4,86,7017086715,Yadgir,Yadgir East
CR02446,Balveer Srinivasan,26,Female,Labour,Highway Gang,9,100,01074043368,Bengaluru Urban,Ashok Nagar
CR02447,Saanvi Raghavan,51,Male,Business,East Crew,11,100,02461051109,Chamarajanagar,Chamarajanagar Town
CR02448,Charan Singh,26,Male,Doctor,South Syndicate,4,76,+911785020502,Udupi,Udupi Town
CR02449,Bhavya Solanki,21,Female,Unemployed,East Crew,0,40,+913920102975,Koppal,Koppal Town
CR02450,Amruta Sharma,34,Female,Business,Cyber Ring,2,62,5396597442,Chikkaballapur,Chikkaballapur Rural
CR02451,Matthew Rajagopal,28,Female,Mechanic,East Crew,14,100,9420416415,Bagalkot,Bagalkot East
CR02452,Ridhi Manne,40,Female,Electrician,South Syndicate,14,100,+915133793766,Tumakuru,Tumakuru Town
CR02453,Ladli Walla,35,Female,Business,East Crew,8,100,+916085571749,Kodagu,Kodagu East
CR02454,Janani Verma,38,Male,Doctor,Cyber Ring,4,74,09688144990,Yadgir,Yadgir Town
CR02455,Siddharth Nazareth,53,Male,Unemployed,Highway Gang,14,100,6240574450,Vijayapura,Vijayapura East
CR02456,Shaurya Goswami,63,Female,Farmer,None,12,100,05352791111,Kodagu,Kodagu Town
CR02457,Zarna Prabhu,31,Male,Electrician,None,5,66,1846689859,Hassan,Hassan East
CR02458,Noah Bose,29,Male,Doctor,None,5,66,+915961830734,Dakshina Kannada,Pandeshwar
CR02459,Balveer Dugal,64,Female,Software Engineer,South Syndicate,13,100,+916425972055,Yadgir,Yadgir Town
