transaction_id,fir_id,criminal_id,from_account,to_account,amount,transaction_type,suspicious
TR0014543,FIR001201,CR02356,AC6748967379,AC5806847139,289861.48,RTGS,True
TR0014544,FIR002898,CR00340,AC4958163578,AC6596238396,4337.01,UPI,False
TR0014545,FIR000899,CR00003,AC7721551681,AC1570885115,58934.84,NEFT,False
TR0014546,FIR004029,CR02166,AC5736271832,AC7937279236,484548.69,IMPS,True
TR0014547,FIR000939,CR02198,AC2831356131,AC5248288031,143646.65,NEFT,False
TR0014548,FIR004175,CR02702,AC8633437358,AC2257846570,185140.2,IMPS,False
TR0014549,FIR005472,CR00326,AC2584819313,AC4122444057,90499.93,RTGS,False
TR0014550,FIR004487,CR01473,AC1651078322,AC5759531816,211546.4,IMPS,False
TR0014551,FIR008867,CR00361,AC5986675564,AC2075324077,499094.85,RTGS,True
TR0014552,FIR005312,CR02853,AC1854432280,AC7733661409,247217.98,IMPS,False
TR0014553,FIR007604,CR01605,AC9905942037,AC8327548287,246871.5,RTGS,False
TR0014554,FIR005907,CR00224,AC5533807172,AC1906467750,114795.15,IMPS,False
TR0014555,FIR001133,CR00058,AC2156730568,AC3404428622,338162.8,NEFT,True
TR0014556,FIR008481,CR02906,AC2607749581,AC1394313272,204257.3,RTGS,False
TR0014557,FIR000146,CR01479,AC4878605590,AC1071272439,43752.75,NEFT,False
TR0014558,FIR008471,CR01587,AC6980118745,AC5425786775,11539.9,NEFT,False
TR0014559,FIR001398,CR02773,AC4960343121,AC3029458926,52332.51,NEFT,False
TR0014560,FIR006060,CR02710,AC3418299159,AC8336820095,354582.23,NEFT,True
TR0014561,FIR007533,CR01489,AC3219742155,AC9709256401,228648.53,NEFT,False
TR0014562,FIR007223,CR00449,AC3514455773,AC9481593474,4384.11,NEFT,False
TR0014563,FIR008131,CR01651,AC8618836465,AC9537735803,480822.04,RTGS,True
TR0014564,FIR007104,CR01594,AC1531921035,AC6152917207,13441.54,IMPS,False
TR0014565,FIR006576,CR01051,AC9609246787,AC3164674028,393836.42,RTGS,True
TR0014566,FIR001146,CR00424,AC5730248603,AC1919704054,306751.43,NEFT,True
TR0014567,FIR008752,CR00852,AC2133182936,AC9674601943,475594.93,NEFT,True
TR0014568,FIR002015,CR00741,AC1750783201,AC8959796131,467858.9,NEFT,True
TR0014569,FIR008042,CR01836,AC3111160084,AC9216769664,97687.64,UPI,False
TR0014570,FIR006000,CR01731,AC4244077837,AC7397467787,252133.46,Cash,True
TR0014571,FIR009574,CR00481,AC7206168548,AC8113160953,145893.53,NEFT,False
TR0014572,FIR002763,CR00014,AC3374385320,AC1031472493,251208.61,NEFT,True
TR0014573,FIR001045,CR01954,AC9170594774,AC5278775537,488906.26,RTGS,True
TR0014574,FIR000790,CR02739,AC3705404062,AC4632219414,430833.96,Cash,True
TR0014575,FIR003217,CR01888,AC8296989441,AC7261212089,383797.91,IMPS,True
TR0014576,FIR006126,CR00636,AC1419257301,AC9190209223,290331.18,UPI,True
TR0014577,FIR001597,CR00602,AC7983912068,AC3892407813,368665.6,UPI,True
TR0014578,FIR000136,CR01410,AC7877947244,AC1299883394,358091.36,NEFT,True
TR0014579,FIR008206,CR00451,AC4402763046,AC6867555865,143753.66,RTGS,False
TR0014580,FIR000034,CR01585,AC5040827560,AC9487453479,429272.97,UPI,True
TR0014581,FIR004441,CR00792,AC1731702903,AC7757528466,448981.27,RTGS,True
TR0014582,FIR001655,CR02382,AC8538466863,AC2595922482,234536.19,Cash,False
TR0014583,FIR005183,CR02172,AC8385615746,AC6858937693,457483.39,IMPS,True
TR0014584,FIR000014,CR01954,AC4848738951,AC2395565458,87059.26,Cash,False
TR0014585,FIR006986,CR02656,AC6994324507,AC4136670424,345517.42,IMPS,True
TR0014586,FIR004103,CR00501,AC4913526363,AC1938986827,310214.3,IMPS,True
TR0014587,FIR001753,CR01812,AC6457943776,AC6764021046,332876.26,NEFT,True
TR0014588,FIR002758,CR02165,AC4338502672,AC3881126749,155132.4,IMPS,False
TR0014589,FIR000970,CR01411,AC5233840285,AC9635357533,464253.47,Cash,True
TR0014590,FIR006464,CR00993,AC8370910753,AC7751978997,218901.98,IMPS,False
TR0014591,FIR000875,CR02540,AC8031921734,AC8479933729,341615.56,IMPS,True
TR0014592,FIR007519,CR01043,AC8403487651,AC5016292986,399913.85,RTGS,True
TR0014593,FIR008731,CR01312,AC3437694521,AC5592988103,331993.87,NEFT,True
TR0014594,FIR006770,CR02893,AC3474387553,AC9478341413,208699.36,NEFT,False
TR0014595,FIR000459,CR00181,AC7863940960,AC2052092204,22132.66,RTGS,False
TR0014596,FIR007248,CR01492,AC6610256764,AC7721264016,204612.92,NEFT,False
TR0014597,FIR007445,CR02638,AC8047173787,AC5604022063,133981.16,UPI,False
TR0014598,FIR001280,CR02869,AC3611877985,AC5101052007,424280.28,IMPS,True
TR0014599,FIR006060,CR02710,AC8856103919,AC1445066466,108219.7,UPI,False
TR0014600,FIR002184,CR00645,AC7355690966,AC5078852905,314289.69,UPI,True
TR0014601,FIR007354,CR02311,AC1993809794,AC5244903357,437964.76,IMPS,True
TR0014602,FIR005396,CR02357,AC4565978732,AC5696725411,320592.71,Cash,True
TR0014603,FIR000234,CR00525,AC3479394032,AC9257564488,209821.12,NEFT,False
TR0014604,FIR002849,CR00785,AC5787979004,AC6140889149,44198.38,RTGS,False
TR0014605,FIR000939,CR02198,AC3233420181,AC1237685508,335757.88,Cash,True
TR0014606,FIR003557,CR00091,AC5509518017,AC8309596426,356643.77,IMPS,True
TR0014607,FIR005198,CR00778,AC4376242674,AC6630217090,431491.4,IMPS,True
TR0014608,FIR002270,CR00667,AC2571179053,AC3064243552,350089.02,UPI,True
TR0014609,FIR007696,CR02085,AC6974496464,AC2144908380,296384.76,IMPS,True
TR0014610,FIR003120,CR02011,AC8198654377,AC3270801492,67198.25,Cash,False
TR0014611,FIR006881,CR01932,AC5908866465,AC3101636206,30296.54,Cash,False
TR0014612,FIR004750,CR01148,AC2845209822,AC8123321872,399623.92,NEFT,True
TR0014613,FIR004462,CR02329,AC5988540976,AC4433652456,131903.49,Cash,False
TR0014614,FIR009990,CR00064,AC6804910436,AC3146429261,411684.18,IMPS,True
TR0014615,FIR000565,CR02177,AC1524321828,AC9284805492,460025.21,IMPS,True
TR0014616,FIR008256,CR02049,AC3214174485,AC7511466891,85508.43,IMPS,False
TR0014617,FIR000164,CR00392,AC3321024536,AC6007381248,361977.7,Cash,True
TR0014618,FIR001600,CR01698,AC4733642369,AC9201951759,471670.29,UPI,True
TR0014619,FIR000032,CR01528,AC1892292215,AC5083948778,394568.88,Cash,True
TR0014620,FIR007507,CR02419,AC6134485959,AC1548074091,205311.72,Cash,False
TR0014621,FIR005111,CR00354,AC6653251356,AC3198664396,387481.42,NEFT,True
TR0014622,FIR004188,CR00925,AC2952212953,AC7880737762,78992.38,UPI,False
TR0014623,FIR003467,CR00097,AC2847502058,AC2370607113,273996.54,IMPS,True
TR0014624,FIR007313,CR01797,AC5497242095,AC5479554188,81588.99,UPI,False
TR0014625,FIR006169,CR02774,AC1374674316,AC6358838477,402984.01,NEFT,True
TR0014626,FIR008431,CR01477,AC4897251765,AC8093735778,162062.6,UPI,False
TR0014627,FIR000544,CR01559,AC4386142998,AC7316686866,486056.46,IMPS,True
TR0014628,FIR002572,CR00347,AC6218136727,AC4066402294,261502.21,NEFT,True
TR0014629,FIR007212,CR00443,AC8841727410,AC5365261035,411654.59,NEFT,True
TR0014630,FIR008202,CR02696,AC4057514318,AC2924205700,496542.56,RTGS,True
TR0014631,FIR003025,CR00759,AC6670974878,AC2153630643,437428.37,IMPS,True
TR0014632,FIR007336,CR01610,AC6038222058,AC1239393195,399696.53,NEFT,True
TR0014633,FIR000155,CR02558,AC7223282901,AC2176635405,466535.57,RTGS,True
TR0014634,FIR004398,CR02692,AC8443828901,AC1453814725,291321.48,RTGS,True
TR0014635,FIR004121,CR00293,AC3386394451,AC5688711673,326978.82,UPI,True
TR0014636,FIR007312,CR00886,AC8529352963,AC3826775152,390158.78,IMPS,True
TR0014637,FIR007356,CR00282,AC8086249791,AC5997780725,117762.0,RTGS,False
TR0014638,FIR005164,CR02183,AC4955213125,AC5770096307,394446.32,Cash,True
TR0014639,FIR009187,CR01175,AC5444985309,AC7187285391,360062.34,NEFT,True
TR0014640,FIR005150,CR00279,AC1072234854,AC6366657665,46694.73,UPI,False
TR0014641,FIR009122,CR00467,AC2071962297,AC9723828858,119037.13,NEFT,False
TR0014642,FIR004147,CR01966,AC4153219727,AC3664645038,147279.03,Cash,False
TR0014643,FIR006475,CR00983,AC6965929582,AC1245279930,334407.16,UPI,True
TR0014644,FIR009422,CR01368,AC1212131151,AC6530344844,95849.76,IMPS,False
TR0014645,FIR005875,CR01547,AC9728312204,AC3712663806,18641.61,Cash,False
TR0014646,FIR006265,CR00906,AC8215077493,AC5686196092,96228.96,UPI,False
TR0014647,FIR001572,CR02407,AC8265142938,AC2667409083,476107.0,RTGS,True
TR0014648,FIR000350,CR01276,AC5103700844,AC1593652299,420930.91,Cash,True
TR0014649,FIR007074,CR00197,AC5606659790,AC7011539276,391910.42,NEFT,True
TR0014650,FIR003845,CR01257,AC2667622419,AC6321362297,420707.45,Cash,True
TR0014651,FIR000687,CR02334,AC6489820329,AC2845156503,325443.1,NEFT,True
TR0014652,FIR001203,CR02861,AC5293862813,AC2395154944,174216.24,NEFT,False
TR0014653,FIR007460,CR01929,AC5661779255,AC3716158909,302709.56,NEFT,True
TR0014654,FIR000278,CR02142,AC8749497227,AC5617591302,451464.13,Cash,True
TR0014655,FIR000132,CR01313,AC8778312311,AC7058704127,265102.53,Cash,True
TR0014656,FIR000176,CR01240,AC3042224508,AC8518839528,52401.9,IMPS,False
TR0014657,FIR002955,CR02547,AC5263938169,AC3552951431,457697.24,NEFT,True
TR0014658,FIR006548,CR00712,AC9785322292,AC4164393571,37994.71,Cash,False
TR0014659,FIR009021,CR02380,AC6475420605,AC3606211088,469666.35,NEFT,True
TR0014660,FIR000115,CR00692,AC8260656156,AC3181437624,384522.54,NEFT,True
TR0014661,FIR004083,CR01623,AC2001229255,AC9210843957,147429.35,UPI,False
TR0014662,FIR009615,CR02250,AC6767813967,AC1796251635,65976.02,NEFT,False
TR0014663,FIR009218,CR00521,AC2693253950,AC6762320186,367886.08,RTGS,True
TR0014664,FIR003160,CR00615,AC9276327387,AC3387944674,279598.44,IMPS,True
TR0014665,FIR007165,CR02754,AC7884446782,AC1807403113,254385.56,RTGS,True
TR0014666,FIR005732,CR01429,AC6031293573,AC7288228308,188097.12,IMPS,False
TR0014667,FIR004390,CR02608,AC5136981125,AC5954955218,459752.5,UPI,True
TR0014668,FIR000651,CR02277,AC6818647685,AC2754603041,442433.7,UPI,True
TR0014669,FIR004713,CR01734,AC9799584533,AC6802923536,372242.0,NEFT,True
TR0014670,FIR000193,CR01027,AC6237687532,AC5281619153,12273.32,NEFT,False
TR0014671,FIR000983,CR00867,AC4645308470,AC8845596214,465209.91,RTGS,True
TR0014672,FIR000050,CR02838,AC5119384320,AC6331188777,189741.64,RTGS,False
TR0014673,FIR007545,CR02959,AC2846834370,AC1250743856,38443.95,NEFT,False
TR0014674,FIR000856,CR00628,AC8319708344,AC1881927047,290944.31,RTGS,True
TR0014675,FIR009318,CR02975,AC4674348656,AC9806309377,236800.87,UPI,False
TR0014676,FIR007161,CR02756,AC9901218512,AC1093653116,483277.17,NEFT,True
TR0014677,FIR008987,CR02984,AC9874167743,AC7498081608,449570.04,IMPS,True
TR0014678,FIR007610,CR01661,AC6791626739,AC7719629921,357562.78,Cash,True
TR0014679,FIR003679,CR01175,AC1195224228,AC7764657450,34925.59,UPI,False
TR0014680,FIR009430,CR00236,AC1493023294,AC8838872585,343477.73,IMPS,True
TR0014681,FIR006602,CR00505,AC6603492819,AC6155303744,430789.2,IMPS,True
TR0014682,FIR001271,CR02586,AC8180757570,AC6056737638,239725.36,NEFT,False
TR0014683,FIR001887,CR02463,AC2179135813,AC4906426757,212496.01,UPI,False
TR0014684,FIR002699,CR02007,AC2907759727,AC6980612878,278625.4,RTGS,True
TR0014685,FIR007667,CR02119,AC8176398246,AC4440426924,163404.15,NEFT,False
TR0014686,FIR001977,CR02111,AC2485493084,AC6201695496,318558.01,UPI,True
TR0014687,FIR001609,CR00919,AC7877785056,AC1623579433,287908.69,UPI,True
TR0014688,FIR006251,CR02471,AC3381091358,AC8608135352,439718.42,Cash,True
TR0014689,FIR002532,CR01700,AC2873578421,AC7501588175,421724.06,NEFT,True
TR0014690,FIR003367,CR00219,AC9005717121,AC6806563344,125555.61,UPI,False
TR0014691,FIR002354,CR00422,AC7677178145,AC2964711576,110690.34,IMPS,False
TR0014692,FIR009729,CR02274,AC4013049953,AC5513221257,233389.02,NEFT,False
TR0014693,FIR007704,CR01296,AC5589035431,AC2266421396,313794.66,Cash,True
TR0014694,FIR004409,CR00731,AC5661799075,AC1042847262,482998.91,RTGS,True
TR0014695,FIR006942,CR02992,AC9283675937,AC3523347334,438124.42,IMPS,True
TR0014696,FIR000773,CR00384,AC7085586531,AC2871389398,492080.73,NEFT,True
TR0014697,FIR008093,CR01557,AC6493773786,AC2354775522,50851.1,UPI,False
TR0014698,FIR008547,CR01755,AC7152024629,AC1189204775,320956.02,UPI,True
TR0014699,FIR004259,CR00964,AC3716974893,AC4116560717,323853.86,IMPS,True
TR0014700,FIR001426,CR02865,AC2659134501,AC8785980191,84275.49,Cash,False
TR0014701,FIR007371,CR01909,AC6496884864,AC3497416046,215233.44,UPI,False
TR0014702,FIR008432,CR01958,AC9326257778,AC1902861581,8456.18,NEFT,False
TR0014703,FIR004051,CR01529,AC5520140749,AC6983666460,346988.66,IMPS,True
TR0014704,FIR006495,CR02649,AC5851955893,AC1722653955,164430.58,Cash,False
TR0014705,FIR003602,CR02948,AC8537477634,AC8605494511,335921.85,NEFT,True
TR0014706,FIR007083,CR01967,AC8799848099,AC6076615280,295202.89,Cash,True
TR0014707,FIR001637,CR02235,AC7702769584,AC5332793011,181301.43,RTGS,False
TR0014708,FIR006154,CR01599,AC7391489557,AC5301010042,51517.75,NEFT,False
TR0014709,FIR005034,CR01360,AC5111452904,AC8237138315,3515.58,IMPS,False
TR0014710,FIR000358,CR02190,AC1020875775,AC8613318253,443182.29,UPI,True
TR0014711,FIR002453,CR02872,AC9101763144,AC1588927779,451253.81,IMPS,True
TR0014712,FIR007029,CR02009,AC3537338011,AC3668980012,112546.64,NEFT,False
TR0014713,FIR003237,CR01136,AC4406863963,AC3248475661,106963.18,Cash,False
TR0014714,FIR002038,CR00407,AC2637042632,AC2603074761,170328.47,IMPS,False
TR0014715,FIR007381,CR01257,AC2476414445,AC3458541253,303073.76,NEFT,True
TR0014716,FIR007020,CR02478,AC1540924813,AC4791953624,172771.14,UPI,False
TR0014717,FIR001576,CR01592,AC6884194829,AC6075417525,249840.22,NEFT,False
TR0014718,FIR008247,CR00783,AC3937368619,AC3349163093,92623.51,NEFT,False
TR0014719,FIR009793,CR00652,AC3220962640,AC9902233024,285752.47,UPI,True
TR0014720,FIR008927,CR00179,AC7498276156,AC6006647803,418484.74,Cash,True
TR0014721,FIR009598,CR00056,AC8893297221,AC5914402367,87871.57,UPI,False
TR0014722,FIR002991,CR01823,AC3309483766,AC6378268936,197655.95,UPI,False
TR0014723,FIR003071,CR00511,AC3101556156,AC2622096032,263513.15,UPI,True
TR0014724,FIR004197,CR02008,AC9137751253,AC5051201567,132759.03,IMPS,False
TR0014725,FIR007526,CR02089,AC7315790113,AC7934357302,481795.59,RTGS,True
TR0014726,FIR002638,CR01104,AC3343570681,AC3030317345,144983.16,UPI,False
TR0014727,FIR000740,CR00881,AC9572525220,AC2279859957,52892.38,UPI,False
TR0014728,FIR009727,CR02268,AC6506568750,AC5088770549,215348.46,IMPS,False
TR0014729,FIR007587,CR02015,AC6854826273,AC6600785571,45875.48,Cash,False
TR0014730,FIR003107,CR02712,AC2220070492,AC5736431686,281649.69,Cash,True
TR0014731,FIR006041,CR01330,AC1581115464,AC3458860524,93384.53,NEFT,False
TR0014732,FIR005386,CR02247,AC1078271749,AC2746991123,499818.61,Cash,True
TR0014733,FIR002125,CR02506,AC3596049124,AC9853958149,302338.73,IMPS,True
TR0014734,FIR009389,CR00381,AC7196817701,AC2935512445,380719.17,IMPS,True
TR0014735,FIR002709,CR00190,AC1320864872,AC4493985336,267664.24,UPI,True
TR0014736,FIR005344,CR01512,AC6995104247,AC6164746013,396698.62,RTGS,True
TR0014737,FIR005157,CR01630,AC9675217484,AC9404106147,185457.34,RTGS,False
TR0014738,FIR005285,CR01366,AC5561122317,AC1525838279,77231.52,NEFT,False
TR0014739,FIR005212,CR02111,AC4872611334,AC4362048041,329685.33,Cash,True
TR0014740,FIR004218,CR02880,AC2350740150,AC9536568671,16332.26,UPI,False
TR0014741,FIR004222,CR01611,AC1675614662,AC3594046906,269469.78,Cash,True
TR0014742,FIR004262,CR00434,AC9984393041,AC5684370821,67950.79,IMPS,False
TR0014743,FIR008577,CR00668,AC2038749677,AC4836983130,238259.04,UPI,False
TR0014744,FIR007490,CR02763,AC1849341810,AC2651857665,160501.92,RTGS,False
TR0014745,FIR008911,CR03000,AC5341745097,AC9559892903,140996.2,Cash,False
TR0014746,FIR008247,CR00783,AC5490311479,AC1688583901,443783.77,NEFT,True
TR0014747,FIR002511,CR01970,AC8800824489,AC1073348317,98721.8,UPI,False
TR0014748,FIR007668,CR02758,AC6087188965,AC2944028511,451670.44,RTGS,True
TR0014749,FIR006146,CR00196,AC6730772532,AC1132437443,391243.04,RTGS,True
TR0014750,FIR004980,CR00895,AC7029942456,AC3867660372,366758.44,Cash,True
TR0014751,FIR002708,CR02401,AC1512564635,AC4516484601,263591.76,IMPS,True
TR0014752,FIR006591,CR00112,AC3195936365,AC3247580224,453233.11,IMPS,True
TR0014753,FIR008350,CR00709,AC2649282998,AC5365315749,304407.95,RTGS,True
TR0014754,FIR005716,CR01912,AC8322663119,AC1557806222,310122.38,UPI,True
TR0014755,FIR005056,CR01348,AC6091132980,AC3004559344,6459.43,Cash,False
TR0014756,FIR002863,CR00297,AC1466582538,AC6529082845,463281.9,NEFT,True
TR0014757,FIR006185,CR00757,AC8071940869,AC3837059786,199874.48,RTGS,False
TR0014758,FIR006932,CR00291,AC7366647662,AC6723054481,211685.15,RTGS,False
TR0014759,FIR007612,CR01820,AC3136118599,AC9514148784,366710.46,RTGS,True
TR0014760,FIR004463,CR00471,AC1822068940,AC2442356281,153329.85,Cash,False
TR0014761,FIR008857,CR01105,AC5135967912,AC7091491557,53112.8,UPI,False
TR0014762,FIR008244,CR02222,AC8106267753,AC2411789236,96730.45,UPI,False
TR0014763,FIR000054,CR00785,AC1974439919,AC7422882544,358610.07,IMPS,True
TR0014764,FIR004416,CR01605,AC2938685555,AC7278481898,138544.82,RTGS,False
TR0014765,FIR004153,CR00052,AC2571783325,AC7664578702,16496.08,RTGS,False
TR0014766,FIR002256,CR01533,AC3203732352,AC6776880133,466152.73,RTGS,True
TR0014767,FIR001093,CR01703,AC3771084398,AC4988957794,275614.3,Cash,True
TR0014768,FIR007637,CR01830,AC3742295239,AC5995904502,152278.49,NEFT,False
TR0014769,FIR008491,CR02030,AC4471485932,AC5479255662,57134.24,IMPS,False
TR0014770,FIR007718,CR01755,AC8060655104,AC8933464972,83103.19,IMPS,False
TR0014771,FIR005029,CR01752,AC4526712715,AC1721271668,241151.41,IMPS,False
TR0014772,FIR008202,CR02696,AC9949384863,AC2615788486,291107.26,NEFT,True
TR0014773,FIR007528,CR02235,AC3959713486,AC7014680955,429254.32,UPI,True
TR0014774,FIR000775,CR01391,AC9980456257,AC8012188136,146806.73,UPI,False
TR0014775,FIR005892,CR01538,AC8975915875,AC2806527030,19844.93,UPI,False
TR0014776,FIR002048,CR01000,AC3366592288,AC6347380785,14076.64,Cash,False
TR0014777,FIR001103,CR00433,AC6385899967,AC7502406330,319056.22,IMPS,True
TR0014778,FIR004056,CR02946,AC6873818183,AC7936793815,33072.42,Cash,False
TR0014779,FIR001767,CR02813,AC1813713112,AC5578071253,227721.17,UPI,False
TR0014780,FIR003024,CR01158,AC2244539829,AC7231994890,388188.28,RTGS,True
TR0014781,FIR008849,CR01167,AC3971162261,AC8851315648,87806.75,Cash,False
TR0014782,FIR002934,CR00674,AC1136397721,AC9299126495,408768.63,Cash,True
TR0014783,FIR007125,CR00358,AC4849605366,AC6556649184,263023.7,NEFT,True
TR0014784,FIR006155,CR01351,AC6636303320,AC1982163906,152835.74,IMPS,False
TR0014785,FIR007232,CR01616,AC7980866557,AC5703551438,449441.34,RTGS,True
TR0014786,FIR004042,CR02968,AC8980979771,AC6504625122,252974.51,NEFT,True
TR0014787,FIR001186,CR00250,AC1936656970,AC7573835446,213321.87,NEFT,False
TR0014788,FIR007867,CR02199,AC1898751871,AC9235548759,182318.69,UPI,False
TR0014789,FIR006971,CR01925,AC7017342925,AC1035251878,429896.67,UPI,True
TR0014790,FIR006287,CR01924,AC4292538403,AC2025337268,380083.94,UPI,True
TR0014791,FIR009831,CR02000,AC2544284740,AC1843285984,355892.64,NEFT,True
TR0014792,FIR008985,CR01808,AC2895572364,AC4778249121,424592.94,RTGS,True
TR0014793,FIR000919,CR01524,AC1562927892,AC6333474087,169933.66,Cash,False
TR0014794,FIR007582,CR02527,AC3411606575,AC5256360296,317987.49,Cash,True
TR0014795,FIR007380,CR02449,AC2848804236,AC2417069933,287497.38,Cash,True
TR0014796,FIR009617,CR00130,AC6020434836,AC7655280698,61954.82,RTGS,False
TR0014797,FIR002237,CR00716,AC6035703669,AC3608677918,182926.52,NEFT,False
TR0014798,FIR001462,CR01674,AC9333276352,AC9361352781,253597.83,NEFT,True
TR0014799,FIR007243,CR00790,AC8255386726,AC8764789750,235222.37,IMPS,False
TR0014800,FIR000597,CR00060,AC7384862944,AC8311406912,53916.64,UPI,False
TR0014801,FIR002690,CR02927,AC7136213855,AC9769973194,208981.24,UPI,False
TR0014802,FIR000867,CR01092,AC9440645938,AC9543333430,27046.62,RTGS,False
TR0014803,FIR007678,CR02611,AC3430728193,AC5396453087,484160.22,RTGS,True
TR0014804,FIR005446,CR02943,AC8475890678,AC8004252555,334582.14,NEFT,True
TR0014805,FIR005799,CR02054,AC5551876099,AC3412508791,466298.09,RTGS,True
TR0014806,FIR008907,CR01775,AC1436757156,AC2216284914,386002.62,IMPS,True
TR0014807,FIR008386,CR01725,AC6731660328,AC1203426645,341128.17,Cash,True
TR0014808,FIR002797,CR00061,AC6112811004,AC2820820481,96515.06,UPI,False
TR0014809,FIR000856,CR00628,AC1447725857,AC1727696265,123977.84,Cash,False
TR0014810,FIR001825,CR01491,AC5381340505,AC5931715825,122465.3,NEFT,False
TR0014811,FIR007012,CR00315,AC7263612017,AC7188695148,8487.95,RTGS,False
TR0014812,FIR005338,CR02078,AC9165568124,AC8686592876,420407.13,UPI,True
TR0014813,FIR002999,CR00280,AC9125020540,AC1780215738,201855.46,IMPS,False
TR0014814,FIR006081,CR02768,AC7678316008,AC6186209472,459870.62,NEFT,True
TR0014815,FIR003860,CR02952,AC6093724069,AC8982808814,291135.57,Cash,True
TR0014816,FIR001349,CR00617,AC8706910173,AC8382373179,384380.92,NEFT,True
TR0014817,FIR008867,CR00361,AC6454662843,AC1578968385,172768.43,IMPS,False
TR0014818,FIR003455,CR01927,AC3754724668,AC7583766662,467857.31,IMPS,True
TR0014819,FIR000526,CR00797,AC2706945009,AC1607488817,103139.15,Cash,False
TR0014820,FIR002509,CR02149,AC9939191154,AC4469624304,335494.26,UPI,True
TR0014821,FIR004705,CR00126,AC1227135918,AC9275177955,455090.27,Cash,True
TR0014822,FIR001015,CR01133,AC5496428145,AC8104415895,357123.43,NEFT,True
TR0014823,FIR004042,CR02968,AC3715291672,AC6224796726,129209.39,RTGS,False
TR0014824,FIR008426,CR02311,AC5188691590,AC4380494637,61061.9,Cash,False
TR0014825,FIR009611,CR02315,AC8714817590,AC6653205207,131312.2,IMPS,False
TR0014826,FIR002039,CR02921,AC6171730494,AC2264348558,376100.59,Cash,True
TR0014827,FIR007893,CR01998,AC5597097332,AC8284106314,103264.5,UPI,False
TR0014828,FIR004069,CR01754,AC1658344777,AC2465029962,48302.17,UPI,False
TR0014829,FIR004517,CR00377,AC4129085125,AC2770228155,70019.47,RTGS,False
TR0014830,FIR009660,CR02837,AC1606076119,AC6402373674,69024.7,RTGS,False
TR0014831,FIR006136,CR01846,AC7197598705,AC2139795451,243790.29,NEFT,False
TR0014832,FIR006495,CR02649,AC2322309821,AC4273742491,245484.55,IMPS,False
TR0014833,FIR001658,CR00723,AC1781835669,AC2640227015,476365.16,Cash,True
TR0014834,FIR004607,CR02833,AC8069148793,AC4219323907,312081.57,NEFT,True
TR0014835,FIR009744,CR02530,AC8697428766,AC3043363440,218274.85,IMPS,False
TR0014836,FIR009425,CR01697,AC3060067750,AC5536373455,295323.9,RTGS,True
TR0014837,FIR007251,CR00713,AC6415534251,AC9190037389,12547.3,IMPS,False
TR0014838,FIR008042,CR01836,AC8640467253,AC7617401608,69546.97,Cash,False
TR0014839,FIR006096,CR02239,AC6932262476,AC3813310286,117797.97,NEFT,False
TR0014840,FIR003495,CR01340,AC1518233657,AC3900541427,180944.68,NEFT,False
TR0014841,FIR002700,CR01553,AC6009947274,AC5433924441,455195.61,NEFT,True
TR0014842,FIR005045,CR00474,AC3816770597,AC1870803000,354583.59,RTGS,True
TR0014843,FIR008492,CR01362,AC4297118565,AC5910742772,445382.23,UPI,True
TR0014844,FIR009893,CR00877,AC4530231808,AC7201040062,229682.49,UPI,False
TR0014845,FIR003345,CR01030,AC7354518068,AC8326597430,117963.1,RTGS,False
TR0014846,FIR002349,CR01780,AC5692557595,AC2224347047,181575.85,UPI,False
TR0014847,FIR000816,CR00532,AC2443893425,AC4500633172,207008.48,IMPS,False
TR0014848,FIR004724,CR02419,AC5263686900,AC2202388652,319871.26,NEFT,True
TR0014849,FIR005821,CR02194,AC8161608439,AC2710943103,304963.0,IMPS,True
TR0014850,FIR003076,CR00988,AC8742965226,AC6658768664,434558.79,IMPS,True
TR0014851,FIR002617,CR01790,AC9872594902,AC3000291688,136690.13,IMPS,False
TR0014852,FIR002390,CR02971,AC7243676583,AC1381861083,117100.46,UPI,False
TR0014853,FIR008534,CR01072,AC5393173913,AC3522112914,486085.97,RTGS,True
TR0014854,FIR001158,CR02605,AC8056765421,AC3004348588,365306.28,RTGS,True
TR0014855,FIR001021,CR02836,AC2245430674,AC6538788313,297416.49,UPI,True
TR0014856,FIR008816,CR02282,AC9890192799,AC9525762697,199344.53,NEFT,False
TR0014857,FIR006669,CR02643,AC9752631470,AC9615552181,241771.21,Cash,False
TR0014858,FIR009723,CR00832,AC9830573669,AC4097802710,305315.73,NEFT,True
TR0014859,FIR007018,CR01507,AC3039101727,AC3619581654,284661.24,UPI,True
TR0014860,FIR002828,CR02304,AC4567464361,AC1808402241,140081.05,IMPS,False
TR0014861,FIR001468,CR02302,AC6434575307,AC9036862188,242437.36,RTGS,False
TR0014862,FIR003995,CR02455,AC3063192437,AC3802013223,358982.77,RTGS,True
TR0014863,FIR001362,CR00726,AC5710618907,AC8564849674,489411.64,UPI,True
TR0014864,FIR002280,CR00982,AC7136925813,AC8892966135,172864.08,UPI,False
TR0014865,FIR000034,CR01585,AC4905311486,AC2565449548,206827.59,Cash,False
TR0014866,FIR009656,CR00768,AC3798434231,AC1096715554,403429.32,IMPS,True
TR0014867,FIR006522,CR00434,AC8916828103,AC1617396821,203009.84,Cash,False
TR0014868,FIR004274,CR00954,AC2521655194,AC3325383991,427307.0,IMPS,True
TR0014869,FIR005473,CR00063,AC9160877055,AC1657661985,57249.33,UPI,False
